Branch;Employee name;End node ID;End node level;Hide previous levels;Is excessive span;Is manager?;Manager name;Org Name;Path;Start node ID;Start node level;Team;Curve;Curve (demo);Headcount;Number of reports;P1;P1 (Alt);P1 (param);P2;P2 (Alt);P2 (param);Sigmoid Function;Sigmoid Function (demo);T;T2;Top line direct reports
Level 3 (7) - Level 4 (2);Austen Darracott;2;4;SHOW;Within Target Span;TRUE;Dianne Rustich;Global BI Team;-4-7-2--;7;3;Team A;0,025732456;8,008577485;1;3;9;3;3;8;0;0;0,991422515;0,991422515;4,75;28,75;5
Level 3 (7) - Level 4 (2);Austen Darracott;2;4;SHOW;Within Target Span;TRUE;Dianne Rustich;Global BI Team;-4-7-2--;7;3;Team A;0,020078553;8,006692851;1;3;9;3;3;8;0;0;0,993307149;0,993307149;5;29;5
Level 3 (7) - Level 4 (2);Austen Darracott;2;4;SHOW;Within Target Span;TRUE;Dianne Rustich;Global BI Team;-4-7-2--;7;3;Team A;0,015660377;8,005220126;1;3;9;3;3;8;0;0;0,994779874;0,994779874;5,25;29,25;5
Level 3 (7) - Level 4 (2);Austen Darracott;2;4;SHOW;Within Target Span;TRUE;Dianne Rustich;Global BI Team;-4-7-2--;7;3;Team A;0,012210413;8,004070138;1;3;9;3;3;8;0;0;0,995929862;0,995929862;5,5;29,5;5
Level 3 (7) - Level 4 (2);Austen Darracott;2;4;SHOW;Within Target Span;TRUE;Dianne Rustich;Global BI Team;-4-7-2--;7;3;Team A;0,009518049;8,003172683;1;3;9;3;3;8;0;0;0,996827317;0,996827317;5,75;29,75;5
Level 3 (7) - Level 4 (2);Austen Darracott;2;4;SHOW;Within Target Span;TRUE;Dianne Rustich;Global BI Team;-4-7-2--;7;3;Team A;0,007417869;8,002472623;1;3;9;3;3;8;0;0;0,997527377;0,997527377;6;30;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,99629107;15,99629107;1;;16;30;30;14,5;28,5;28,5;0,002472623;0,002472623;-6;18;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,99524098;15,99524098;1;;16;30;30;14,5;28,5;28,5;0,003172683;0,003172683;-5,75;18,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,99389479;15,99389479;1;;16;30;30;14,5;28,5;28,5;0,004070138;0,004070138;-5,5;18,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,99216981;15,99216981;1;;16;30;30;14,5;28,5;28,5;0,005220126;0,005220126;-5,25;18,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,98996072;15,98996072;1;;16;30;30;14,5;28,5;28,5;0,006692851;0,006692851;-5;19;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,98713377;15,98713377;1;;16;30;30;14,5;28,5;28,5;0,008577485;0,008577485;-4,75;19,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,98351959;15,98351959;1;;16;30;30;14,5;28,5;28,5;0,010986943;0,010986943;-4,5;19,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,97890456;15,97890456;1;;16;30;30;14,5;28,5;28,5;0,014063627;0,014063627;-4,25;19,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,97302069;15,97302069;1;;16;30;30;14,5;28,5;28,5;0,01798621;0,01798621;-4;20;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,96553395;15,96553395;1;;16;30;30;14,5;28,5;28,5;0,02297737;0,02297737;-3,75;20,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,95603165;15,95603165;1;;16;30;30;14,5;28,5;28,5;0,029312231;0,029312231;-3,5;20,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,94400967;15,94400967;1;;16;30;30;14,5;28,5;28,5;0,037326887;0,037326887;-3,25;20,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,92886119;15,92886119;1;;16;30;30;14,5;28,5;28,5;0,047425873;0,047425873;-3;21;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,90987003;15,90987003;1;;16;30;30;14,5;28,5;28,5;0,06008665;0,06008665;-2,75;21,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,88621273;15,88621273;1;;16;30;30;14,5;28,5;28,5;0,07585818;0,07585818;-2,5;21,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,8569758;15,8569758;1;;16;30;30;14,5;28,5;28,5;0,095349465;0,095349465;-2,25;21,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,82119562;15,82119562;1;;16;30;30;14,5;28,5;28,5;0,119202922;0,119202922;-2;22;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,7779292;15,7779292;1;;16;30;30;14,5;28,5;28,5;0,148047198;0,148047198;-1,75;22,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,72636171;15,72636171;1;;16;30;30;14,5;28,5;28,5;0,182425524;0,182425524;-1,5;22,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,66594979;15,66594979;1;;16;30;30;14,5;28,5;28,5;0,222700139;0,222700139;-1,25;22,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,59658787;15,59658787;1;;16;30;30;14,5;28,5;28,5;0,268941421;0,268941421;-1;23;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,51876805;15,51876805;1;;16;30;30;14,5;28,5;28,5;0,320821301;0,320821301;-0,75;23,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,433689;15,433689;1;;16;30;30;14,5;28,5;28,5;0,377540669;0,377540669;-0,5;23,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,34326475;15,34326475;1;;16;30;30;14,5;28,5;28,5;0,437823499;0,437823499;-0,25;23,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,25;15,25;1;;16;30;30;14,5;28,5;28,5;0,5;0,5;0;24;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,15673525;15,15673525;1;;16;30;30;14,5;28,5;28,5;0,562176501;0,562176501;0,25;24,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;29,066311;15,066311;1;;16;30;30;14,5;28,5;28,5;0,622459331;0,622459331;0,5;24,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,98123195;14,98123195;1;;16;30;30;14,5;28,5;28,5;0,679178699;0,679178699;0,75;24,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,90341213;14,90341213;1;;16;30;30;14,5;28,5;28,5;0,731058579;0,731058579;1;25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,83405021;14,83405021;1;;16;30;30;14,5;28,5;28,5;0,777299861;0,777299861;1,25;25,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,77363829;14,77363829;1;;16;30;30;14,5;28,5;28,5;0,817574476;0,817574476;1,5;25,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,7220708;14,7220708;1;;16;30;30;14,5;28,5;28,5;0,851952802;0,851952802;1,75;25,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,67880438;14,67880438;1;;16;30;30;14,5;28,5;28,5;0,880797078;0,880797078;2;26;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,6430242;14,6430242;1;;16;30;30;14,5;28,5;28,5;0,904650535;0,904650535;2,25;26,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,61378727;14,61378727;1;;16;30;30;14,5;28,5;28,5;0,92414182;0,92414182;2,5;26,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,59012998;14,59012998;1;;16;30;30;14,5;28,5;28,5;0,93991335;0,93991335;2,75;26,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,57113881;14,57113881;1;;16;30;30;14,5;28,5;28,5;0,952574127;0,952574127;3;27;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,55599033;14,55599033;1;;16;30;30;14,5;28,5;28,5;0,962673113;0,962673113;3,25;27,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,54396835;14,54396835;1;;16;30;30;14,5;28,5;28,5;0,970687769;0,970687769;3,5;27,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,53446606;14,53446606;1;;16;30;30;14,5;28,5;28,5;0,97702263;0,97702263;3,75;27,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,52697932;14,52697932;1;;16;30;30;14,5;28,5;28,5;0,98201379;0,98201379;4;28;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,52109544;14,52109544;1;;16;30;30;14,5;28,5;28,5;0,985936373;0,985936373;4,25;28,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,51648041;14,51648041;1;;16;30;30;14,5;28,5;28,5;0,989013057;0,989013057;4,5;28,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,51286623;14,51286623;1;;16;30;30;14,5;28,5;28,5;0,991422515;0,991422515;4,75;28,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,51003928;14,51003928;1;;16;30;30;14,5;28,5;28,5;0,993307149;0,993307149;5;29;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,50783019;14,50783019;1;;16;30;30;14,5;28,5;28,5;0,994779874;0,994779874;5,25;29,25;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,50610521;14,50610521;1;;16;30;30;14,5;28,5;28,5;0,995929862;0,995929862;5,5;29,5;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,50475902;14,50475902;1;;16;30;30;14,5;28,5;28,5;0,996827317;0,996827317;5,75;29,75;5
Level 3 (51) - Level 4 (41);Bendicty Jenik;41;4;SHOW;;FALSE;Rock Oglevie;Global BI Team;-54-51-41--;51;3;Team E;28,50370894;14,50370894;1;;16;30;30;14,5;28,5;28,5;0,997527377;0,997527377;6;30;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,002472623;8;1;;8;0;0;8;1;1;0,002472623;0,002472623;-6;30;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,003172683;8;1;;8;0;0;8;1;1;0,003172683;0,003172683;-5,75;30,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,004070138;8;1;;8;0;0;8;1;1;0,004070138;0,004070138;-5,5;30,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,005220126;8;1;;8;0;0;8;1;1;0,005220126;0,005220126;-5,25;30,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,006692851;8;1;;8;0;0;8;1;1;0,006692851;0,006692851;-5;31;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,008577485;8;1;;8;0;0;8;1;1;0,008577485;0,008577485;-4,75;31,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,010986943;8;1;;8;0;0;8;1;1;0,010986943;0,010986943;-4,5;31,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,014063627;8;1;;8;0;0;8;1;1;0,014063627;0,014063627;-4,25;31,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,01798621;8;1;;8;0;0;8;1;1;0,01798621;0,01798621;-4;32;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,02297737;8;1;;8;0;0;8;1;1;0,02297737;0,02297737;-3,75;32,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,029312231;8;1;;8;0;0;8;1;1;0,029312231;0,029312231;-3,5;32,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,037326887;8;1;;8;0;0;8;1;1;0,037326887;0,037326887;-3,25;32,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,047425873;8;1;;8;0;0;8;1;1;0,047425873;0,047425873;-3;33;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,06008665;8;1;;8;0;0;8;1;1;0,06008665;0,06008665;-2,75;33,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,07585818;8;1;;8;0;0;8;1;1;0,07585818;0,07585818;-2,5;33,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,095349465;8;1;;8;0;0;8;1;1;0,095349465;0,095349465;-2,25;33,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,119202922;8;1;;8;0;0;8;1;1;0,119202922;0,119202922;-2;34;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,148047198;8;1;;8;0;0;8;1;1;0,148047198;0,148047198;-1,75;34,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,182425524;8;1;;8;0;0;8;1;1;0,182425524;0,182425524;-1,5;34,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,222700139;8;1;;8;0;0;8;1;1;0,222700139;0,222700139;-1,25;34,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,268941421;8;1;;8;0;0;8;1;1;0,268941421;0,268941421;-1;35;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,320821301;8;1;;8;0;0;8;1;1;0,320821301;0,320821301;-0,75;35,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,377540669;8;1;;8;0;0;8;1;1;0,377540669;0,377540669;-0,5;35,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,437823499;8;1;;8;0;0;8;1;1;0,437823499;0,437823499;-0,25;35,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,5;8;1;;8;0;0;8;1;1;0,5;0,5;0;36;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,562176501;8;1;;8;0;0;8;1;1;0,562176501;0,562176501;0,25;36,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,622459331;8;1;;8;0;0;8;1;1;0,622459331;0,622459331;0,5;36,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,679178699;8;1;;8;0;0;8;1;1;0,679178699;0,679178699;0,75;36,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,731058579;8;1;;8;0;0;8;1;1;0,731058579;0,731058579;1;37;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,777299861;8;1;;8;0;0;8;1;1;0,777299861;0,777299861;1,25;37,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,817574476;8;1;;8;0;0;8;1;1;0,817574476;0,817574476;1,5;37,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,851952802;8;1;;8;0;0;8;1;1;0,851952802;0,851952802;1,75;37,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,880797078;8;1;;8;0;0;8;1;1;0,880797078;0,880797078;2;38;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,904650535;8;1;;8;0;0;8;1;1;0,904650535;0,904650535;2,25;38,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,92414182;8;1;;8;0;0;8;1;1;0,92414182;0,92414182;2,5;38,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,93991335;8;1;;8;0;0;8;1;1;0,93991335;0,93991335;2,75;38,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,952574127;8;1;;8;0;0;8;1;1;0,952574127;0,952574127;3;39;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,962673113;8;1;;8;0;0;8;1;1;0,962673113;0,962673113;3,25;39,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,970687769;8;1;;8;0;0;8;1;1;0,970687769;0,970687769;3,5;39,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,97702263;8;1;;8;0;0;8;1;1;0,97702263;0,97702263;3,75;39,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,98201379;8;1;;8;0;0;8;1;1;0,98201379;0,98201379;4;40;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,985936373;8;1;;8;0;0;8;1;1;0,985936373;0,985936373;4,25;40,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,989013057;8;1;;8;0;0;8;1;1;0,989013057;0,989013057;4,5;40,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,991422515;8;1;;8;0;0;8;1;1;0,991422515;0,991422515;4,75;40,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,993307149;8;1;;8;0;0;8;1;1;0,993307149;0,993307149;5;41;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,994779874;8;1;;8;0;0;8;1;1;0,994779874;0,994779874;5,25;41,25;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,995929862;8;1;;8;0;0;8;1;1;0,995929862;0,995929862;5,5;41,5;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,996827317;8;1;;8;0;0;8;1;1;0,996827317;0,996827317;5,75;41,75;5
Level 4 (2) - Level 5 (3);Benito Enders;3;5;SHOW;;FALSE;Austen Darracott;Global BI Team;-4-7-2-3-;2;4;Team A;0,997527377;8;1;;8;0;0;8;1;1;0,997527377;0,997527377;6;42;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,97032852;11,99505475;1;7;12;16;16;10;4;4;0,002472623;0,002472623;-6;-6;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,96192781;11,99365463;1;7;12;16;16;10;4;4;0,003172683;0,003172683;-5,75;-5,75;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,95115835;11,99185973;1;7;12;16;16;10;4;4;0,004070138;0,004070138;-5,5;-5,5;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,93735849;11,98955975;1;7;12;16;16;10;4;4;0,005220126;0,005220126;-5,25;-5,25;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,91968579;11,9866143;1;7;12;16;16;10;4;4;0,006692851;0,006692851;-5;-5;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,89707018;11,98284503;1;7;12;16;16;10;4;4;0,008577485;0,008577485;-4,75;-4,75;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,86815669;11,97802612;1;7;12;16;16;10;4;4;0,010986943;0,010986943;-4,5;-4,5;5
Level 1 (55) - Level 2 (4);Bevan Van Geffen;4;2;SHOW;Exceeding Target Span;TRUE;Del Muttitt;Global BI Team;-4----;55;1;Team A;15,83123648;11,97187275;1;7;12;16;16;10;4;4;0,014063627;0,014063627;-4,25;-4,25;5
