Branch;Employee name;End node ID;End node level;Manager name;Org Name;Path;Start node ID;Start node level;Team;Number of reports;P1;P1 (Alt);P2;P2 (Alt);T;T2;Top line direct reports
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;3,5;27,5;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;3,75;27,75;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;4;28;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;4,25;28,25;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;4,5;28,5;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;4,75;28,75;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;5;29;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;5,25;29,25;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;5,5;29,5;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;5,75;29,75;5
Level 3 (33) - Level 4 (20);Blayne Brucker;20;4;Tobiah Carmo;Global BI Team;-25-33-20--;33;3;Team C;;14;18;13,5;17,5;6;30;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-6;6;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-5,75;6,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-5,5;6,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-5,25;6,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-5;7;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-4,75;7,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-4,5;7,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-4,25;7,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-4;8;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-3,75;8,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-3,5;8,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-3,25;8,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-3;9;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-2,75;9,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-2,5;9,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-2,25;9,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-2;10;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-1,75;10,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-1,5;10,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-1,25;10,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-1;11;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-0,75;11,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-0,5;11,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;-0,25;11,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;0;12;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;0,25;12,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;0,5;12,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;0,75;12,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;1;13;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;1,25;13,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;1,5;13,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;1,75;13,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;2;14;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;2,25;14,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;2,5;14,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;2,75;14,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;3;15;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;3,25;15,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;3,5;15,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;3,75;15,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;4;16;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;4,25;16,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;4,5;16,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;4,75;16,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;5;17;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;5,25;17,25;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;5,5;17,5;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;5,75;17,75;5
Level 2 (4) - Level 3 (5);Cara Belliss;5;3;Bevan Van Geffen;Global BI Team;-4-5---;4;2;Team A;;10;4;7;1;6;18;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-6;6;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-5,75;6,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-5,5;6,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-5,25;6,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-5;7;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-4,75;7,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-4,5;7,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-4,25;7,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-4;8;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-3,75;8,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-3,5;8,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-3,25;8,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-3;9;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-2,75;9,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-2,5;9,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-2,25;9,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-2;10;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-1,75;10,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-1,5;10,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-1,25;10,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-1;11;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-0,75;11,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-0,5;11,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;-0,25;11,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;0;12;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;0,25;12,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;0,5;12,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;0,75;12,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;1;13;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;1,25;13,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;1,5;13,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;1,75;13,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;2;14;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;2,25;14,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;2,5;14,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;2,75;14,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;3;15;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;3,25;15,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;3,5;15,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;3,75;15,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;4;16;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;4,25;16,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;4,5;16,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;4,75;16,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;5;17;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;5,25;17,25;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;5,5;17,5;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;5,75;17,75;5
Level 2 (4) - Level 3 (6);Cariotta Woltering;6;3;Bevan Van Geffen;Global BI Team;-4-6---;4;2;Team A;;10;4;8;2;6;18;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-6;6;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-5,75;6,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-5,5;6,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-5,25;6,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-5;7;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-4,75;7,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-4,5;7,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-4,25;7,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-4;8;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-3,75;8,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-3,5;8,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-3,25;8,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-3;9;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-2,75;9,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-2,5;9,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-2,25;9,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-2;10;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-1,75;10,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-1,5;10,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-1,25;10,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-1;11;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-0,75;11,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-0,5;11,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;-0,25;11,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;0;12;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;0,25;12,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;0,5;12,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;0,75;12,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;1;13;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;1,25;13,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;1,5;13,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;1,75;13,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;2;14;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;2,25;14,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;2,5;14,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;2,75;14,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;3;15;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;3,25;15,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;3,5;15,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;3,75;15,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;4;16;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;4,25;16,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;4,5;16,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;4,75;16,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;5;17;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;5,25;17,25;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;5,5;17,5;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;5,75;17,75;5
Level 2 (25) - Level 3 (21);Chas Phythien;21;3;Gelya Braunston;Global BI Team;-25-21---;25;2;Team C;4;12;16;10;14;6;18;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-6;18;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-5,75;18,25;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-5,5;18,5;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-5,25;18,75;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-5;19;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-4,75;19,25;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-4,5;19,5;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-4,25;19,75;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-4;20;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-3,75;20,25;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-3,5;20,5;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-3,25;20,75;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-3;21;5
Level 3 (21) - Level 4 (22);Cherilyn Plaide;22;4;Chas Phythien;Global BI Team;-25-21-22--;21;3;Team C;;10;14;9,5;8,5;-2,75;21,25;5
